instant,dateday,season,year,month,hour,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,humidity_category
6446,2011-10-01,Winter,2011,Oct,3,0,Sat,0,Clear,0.46,0.4545,5900.0,8,17,25,Terlalu Lembab
6447,2011-10-01,Winter,2011,Oct,4,0,Sat,0,Clear,0.44,0.4394,5799.999999999999,2,6,8,Terlalu Lembab
6448,2011-10-01,Winter,2011,Oct,5,0,Sat,0,Misty,0.44,0.4394,6200.0,1,4,5,Terlalu Lembab
6449,2011-10-01,Winter,2011,Oct,6,0,Sat,0,Clear,0.42,0.4242,6700.0,4,15,19,Terlalu Lembab
6450,2011-10-01,Winter,2011,Oct,7,0,Sat,0,Light_rainsnow,0.42,0.4242,6700.0,6,30,36,Terlalu Lembab
6451,2011-10-01,Winter,2011,Oct,8,0,Sat,0,Misty,0.4,0.4091,7600.0,9,58,67,Terlalu Lembab
6452,2011-10-01,Winter,2011,Oct,9,0,Sat,0,Light_rainsnow,0.4,0.4091,8200.0,17,112,129,Terlalu Lembab
6453,2011-10-01,Winter,2011,Oct,10,0,Sat,0,Light_rainsnow,0.4,0.4091,7600.0,21,100,121,Terlalu Lembab
6454,2011-10-01,Winter,2011,Oct,11,0,Sat,0,Light_rainsnow,0.38,0.3939,8200.0,30,102,132,Terlalu Lembab
6455,2011-10-01,Winter,2011,Oct,12,0,Sat,0,Misty,0.4,0.4091,8200.0,28,130,158,Terlalu Lembab
6456,2011-10-01,Winter,2011,Oct,13,0,Sat,0,Misty,0.4,0.4091,8200.0,27,98,125,Terlalu Lembab
6457,2011-10-01,Winter,2011,Oct,14,0,Sat,0,Misty,0.42,0.4242,7100.0,33,147,180,Terlalu Lembab
6458,2011-10-01,Winter,2011,Oct,15,0,Sat,0,Misty,0.42,0.4242,7100.0,41,154,195,Terlalu Lembab
6459,2011-10-01,Winter,2011,Oct,16,0,Sat,0,Misty,0.4,0.4091,7600.0,58,165,223,Terlalu Lembab
6460,2011-10-01,Winter,2011,Oct,17,0,Sat,0,Light_rainsnow,0.4,0.4091,7600.0,58,170,228,Terlalu Lembab
6461,2011-10-01,Winter,2011,Oct,18,0,Sat,0,Light_rainsnow,0.38,0.3939,8700.0,23,117,140,Terlalu Lembab
6462,2011-10-01,Winter,2011,Oct,19,0,Sat,0,Misty,0.38,0.3939,8200.0,27,99,126,Terlalu Lembab
6463,2011-10-01,Winter,2011,Oct,20,0,Sat,0,Light_rainsnow,0.36,0.3636,8700.0,8,58,66,Terlalu Lembab
6464,2011-10-01,Winter,2011,Oct,21,0,Sat,0,Light_rainsnow,0.36,0.3636,8700.0,3,53,56,Terlalu Lembab
6465,2011-10-01,Winter,2011,Oct,22,0,Sat,0,Misty,0.36,0.3485,9300.0,12,58,70,Terlalu Lembab
6466,2011-10-01,Winter,2011,Oct,23,0,Sat,0,Light_rainsnow,0.36,0.3485,9300.0,8,57,65,Terlalu Lembab
6467,2011-10-02,Winter,2011,Oct,0,0,Sun,0,Light_rainsnow,0.36,0.3333,9300.0,4,43,47,Terlalu Lembab
6468,2011-10-02,Winter,2011,Oct,1,0,Sun,0,Light_rainsnow,0.34,0.3182,8700.0,1,23,24,Terlalu Lembab
6469,2011-10-02,Winter,2011,Oct,2,0,Sun,0,Light_rainsnow,0.34,0.303,8700.0,3,27,30,Terlalu Lembab
6470,2011-10-02,Winter,2011,Oct,3,0,Sun,0,Light_rainsnow,0.34,0.3182,8700.0,4,5,9,Terlalu Lembab
6471,2011-10-02,Winter,2011,Oct,4,0,Sun,0,Misty,0.34,0.3182,8700.0,4,3,7,Terlalu Lembab
6472,2011-10-02,Winter,2011,Oct,5,0,Sun,0,Clear,0.32,0.303,8700.0,0,7,7,Terlalu Lembab
6473,2011-10-02,Winter,2011,Oct,6,0,Sun,0,Clear,0.32,0.3182,8100.0,2,13,15,Terlalu Lembab
6474,2011-10-02,Winter,2011,Oct,7,0,Sun,0,Clear,0.34,0.3333,7600.0,5,24,29,Terlalu Lembab
6475,2011-10-02,Winter,2011,Oct,8,0,Sun,0,Misty,0.34,0.3333,7600.0,14,50,64,Terlalu Lembab
6476,2011-10-02,Winter,2011,Oct,9,0,Sun,0,Clear,0.36,0.3333,7600.0,19,96,115,Terlalu Lembab
6477,2011-10-02,Winter,2011,Oct,10,0,Sun,0,Misty,0.36,0.3333,7100.0,60,188,248,Terlalu Lembab
6478,2011-10-02,Winter,2011,Oct,11,0,Sun,0,Misty,0.38,0.3939,6600.0,74,218,292,Terlalu Lembab
6479,2011-10-02,Winter,2011,Oct,12,0,Sun,0,Misty,0.4,0.4091,6200.0,78,243,321,Terlalu Lembab
6480,2011-10-02,Winter,2011,Oct,13,0,Sun,0,Light_rainsnow,0.4,0.4091,6200.0,84,224,308,Terlalu Lembab
6481,2011-10-02,Winter,2011,Oct,14,0,Sun,0,Light_rainsnow,0.36,0.3485,8100.0,61,195,256,Terlalu Lembab
6482,2011-10-02,Winter,2011,Oct,15,0,Sun,0,Light_rainsnow,0.36,0.3333,8100.0,29,144,173,Terlalu Lembab
6483,2011-10-02,Winter,2011,Oct,16,0,Sun,0,Light_rainsnow,0.36,0.3485,8700.0,44,162,206,Terlalu Lembab
6484,2011-10-02,Winter,2011,Oct,17,0,Sun,0,Light_rainsnow,0.36,0.3485,8700.0,32,135,167,Terlalu Lembab
6485,2011-10-02,Winter,2011,Oct,18,0,Sun,0,Misty,0.36,0.3485,8100.0,16,158,174,Terlalu Lembab
6486,2011-10-02,Winter,2011,Oct,19,0,Sun,0,Misty,0.38,0.3939,7600.0,34,128,162,Terlalu Lembab
6487,2011-10-02,Winter,2011,Oct,20,0,Sun,0,Misty,0.36,0.3333,7600.0,16,71,87,Terlalu Lembab
6488,2011-10-02,Winter,2011,Oct,21,0,Sun,0,Clear,0.36,0.3485,7100.0,17,71,88,Terlalu Lembab
6489,2011-10-02,Winter,2011,Oct,22,0,Sun,0,Light_rainsnow,0.36,0.3636,8100.0,9,55,64,Terlalu Lembab
6490,2011-10-02,Winter,2011,Oct,23,0,Sun,0,Clear,0.36,0.3636,8100.0,6,19,25,Terlalu Lembab
6491,2011-10-03,Winter,2011,Oct,0,0,Mon,1,Clear,0.34,0.3485,8700.0,3,13,16,Terlalu Lembab
6492,2011-10-03,Winter,2011,Oct,1,0,Mon,1,Clear,0.36,0.3636,8100.0,1,5,6,Terlalu Lembab
6493,2011-10-03,Winter,2011,Oct,2,0,Mon,1,Clear,0.36,0.3636,7600.0,0,4,4,Terlalu Lembab
6494,2011-10-03,Winter,2011,Oct,3,0,Mon,1,Clear,0.36,0.3788,8100.0,1,6,7,Terlalu Lembab
6495,2011-10-03,Winter,2011,Oct,4,0,Mon,1,Clear,0.34,0.3485,8700.0,2,6,8,Terlalu Lembab
6496,2011-10-03,Winter,2011,Oct,5,0,Mon,1,Misty,0.36,0.3636,7600.0,4,17,21,Terlalu Lembab
6497,2011-10-03,Winter,2011,Oct,6,0,Mon,1,Misty,0.36,0.3788,7100.0,3,91,94,Terlalu Lembab
6498,2011-10-03,Winter,2011,Oct,7,0,Mon,1,Misty,0.36,0.3485,7100.0,8,241,249,Terlalu Lembab
6499,2011-10-03,Winter,2011,Oct,8,0,Mon,1,Misty,0.36,0.3636,7100.0,13,359,372,Terlalu Lembab
6500,2011-10-03,Winter,2011,Oct,9,0,Mon,1,Misty,0.4,0.4091,6600.0,12,141,153,Terlalu Lembab
6501,2011-10-03,Winter,2011,Oct,10,0,Mon,1,Misty,0.4,0.4091,6600.0,19,82,101,Terlalu Lembab
6502,2011-10-03,Winter,2011,Oct,11,0,Mon,1,Misty,0.4,0.4091,7100.0,26,100,126,Terlalu Lembab
6503,2011-10-03,Winter,2011,Oct,12,0,Mon,1,Misty,0.4,0.4091,7100.0,29,118,147,Terlalu Lembab
6504,2011-10-03,Winter,2011,Oct,13,0,Mon,1,Light_rainsnow,0.42,0.4242,6700.0,16,102,118,Terlalu Lembab
6505,2011-10-03,Winter,2011,Oct,14,0,Mon,1,Light_rainsnow,0.4,0.4091,7600.0,26,94,120,Terlalu Lembab
6506,2011-10-03,Winter,2011,Oct,15,0,Mon,1,Light_rainsnow,0.4,0.4091,7600.0,22,79,101,Terlalu Lembab
6507,2011-10-03,Winter,2011,Oct,16,0,Mon,1,Misty,0.4,0.4091,7600.0,16,202,218,Terlalu Lembab
6508,2011-10-03,Winter,2011,Oct,17,0,Mon,1,Misty,0.4,0.4091,7600.0,40,455,495,Terlalu Lembab
6509,2011-10-03,Winter,2011,Oct,18,0,Mon,1,Misty,0.4,0.4091,7600.0,28,384,412,Terlalu Lembab
6510,2011-10-03,Winter,2011,Oct,19,0,Mon,1,Clear,0.4,0.4091,7600.0,15,300,315,Terlalu Lembab
6511,2011-10-03,Winter,2011,Oct,20,0,Mon,1,Light_rainsnow,0.4,0.4091,8200.0,13,191,204,Terlalu Lembab
6512,2011-10-03,Winter,2011,Oct,21,0,Mon,1,Misty,0.4,0.4091,8200.0,10,128,138,Terlalu Lembab
6513,2011-10-03,Winter,2011,Oct,22,0,Mon,1,Misty,0.4,0.4091,8200.0,12,79,91,Terlalu Lembab
6514,2011-10-03,Winter,2011,Oct,23,0,Mon,1,Misty,0.4,0.4091,8200.0,11,43,54,Terlalu Lembab
6515,2011-10-04,Winter,2011,Oct,0,0,Tue,1,Misty,0.4,0.4091,8700.0,5,22,27,Terlalu Lembab
6516,2011-10-04,Winter,2011,Oct,1,0,Tue,1,Misty,0.4,0.4091,8700.0,1,8,9,Terlalu Lembab
6517,2011-10-04,Winter,2011,Oct,2,0,Tue,1,Misty,0.4,0.4091,8700.0,1,2,3,Terlalu Lembab
6518,2011-10-04,Winter,2011,Oct,3,0,Tue,1,Clear,0.4,0.4091,8200.0,3,3,6,Terlalu Lembab
6519,2011-10-04,Winter,2011,Oct,4,0,Tue,1,Clear,0.4,0.4091,8200.0,3,4,7,Terlalu Lembab
6520,2011-10-04,Winter,2011,Oct,5,0,Tue,1,Clear,0.4,0.4091,8200.0,2,25,27,Terlalu Lembab
6521,2011-10-04,Winter,2011,Oct,6,0,Tue,1,Clear,0.4,0.4091,8200.0,3,109,112,Terlalu Lembab
6522,2011-10-04,Winter,2011,Oct,7,0,Tue,1,Clear,0.42,0.4242,8200.0,11,298,309,Terlalu Lembab
6523,2011-10-04,Winter,2011,Oct,8,0,Tue,1,Clear,0.44,0.4394,7700.0,28,372,400,Terlalu Lembab
6524,2011-10-04,Winter,2011,Oct,9,0,Tue,1,Clear,0.46,0.4545,6700.0,19,168,187,Terlalu Lembab
6525,2011-10-04,Winter,2011,Oct,10,0,Tue,1,Clear,0.48,0.4697,6700.0,19,107,126,Terlalu Lembab
6526,2011-10-04,Winter,2011,Oct,11,0,Tue,1,Clear,0.54,0.5152,6400.0,22,102,124,Terlalu Lembab
6527,2011-10-04,Winter,2011,Oct,12,0,Tue,1,Clear,0.56,0.5303,5600.000000000001,39,160,199,Terlalu Lembab
6528,2011-10-04,Winter,2011,Oct,13,0,Tue,1,Clear,0.56,0.5303,5600.000000000001,20,153,173,Terlalu Lembab
6529,2011-10-04,Winter,2011,Oct,14,0,Tue,1,Clear,0.58,0.5455,5300.0,27,156,183,Terlalu Lembab
6530,2011-10-04,Winter,2011,Oct,15,0,Tue,1,Clear,0.58,0.5455,5600.000000000001,28,166,194,Terlalu Lembab
6531,2011-10-04,Winter,2011,Oct,16,0,Tue,1,Clear,0.58,0.5455,5600.000000000001,36,273,309,Terlalu Lembab
6532,2011-10-04,Winter,2011,Oct,17,0,Tue,1,Clear,0.56,0.5303,6000.0,55,530,585,Terlalu Lembab
6533,2011-10-04,Winter,2011,Oct,18,0,Tue,1,Clear,0.54,0.5152,6400.0,68,456,524,Terlalu Lembab
6534,2011-10-04,Winter,2011,Oct,19,0,Tue,1,Clear,0.52,0.5,6800.0,35,310,345,Terlalu Lembab
6535,2011-10-04,Winter,2011,Oct,20,0,Tue,1,Clear,0.52,0.5,6800.0,25,236,261,Terlalu Lembab
6536,2011-10-04,Winter,2011,Oct,21,0,Tue,1,Clear,0.5,0.4848,7200.0,22,144,166,Terlalu Lembab
6537,2011-10-04,Winter,2011,Oct,22,0,Tue,1,Clear,0.5,0.4848,7200.0,8,106,114,Terlalu Lembab
6538,2011-10-04,Winter,2011,Oct,23,0,Tue,1,Clear,0.48,0.4697,7700.0,6,60,66,Terlalu Lembab
6539,2011-10-05,Winter,2011,Oct,0,0,Wed,1,Clear,0.48,0.4697,7700.0,7,36,43,Terlalu Lembab
6540,2011-10-05,Winter,2011,Oct,1,0,Wed,1,Clear,0.48,0.4697,7700.0,4,7,11,Terlalu Lembab
6541,2011-10-05,Winter,2011,Oct,2,0,Wed,1,Clear,0.46,0.4545,8200.0,1,2,3,Terlalu Lembab
6542,2011-10-05,Winter,2011,Oct,3,0,Wed,1,Clear,0.46,0.4545,8200.0,1,5,6,Terlalu Lembab
6543,2011-10-05,Winter,2011,Oct,4,0,Wed,1,Clear,0.44,0.4394,8800.0,1,4,5,Terlalu Lembab
6544,2011-10-05,Winter,2011,Oct,5,0,Wed,1,Clear,0.44,0.4394,8200.0,3,29,32,Terlalu Lembab
6545,2011-10-05,Winter,2011,Oct,6,0,Wed,1,Clear,0.44,0.4394,8200.0,5,112,117,Terlalu Lembab
6546,2011-10-05,Winter,2011,Oct,7,0,Wed,1,Clear,0.46,0.4545,7700.0,9,292,301,Terlalu Lembab
6547,2011-10-05,Winter,2011,Oct,8,0,Wed,1,Clear,0.52,0.5,6300.0,26,441,467,Terlalu Lembab
6548,2011-10-05,Winter,2011,Oct,9,0,Wed,1,Clear,0.54,0.5152,6000.0,32,187,219,Terlalu Lembab
6549,2011-10-05,Winter,2011,Oct,10,0,Wed,1,Clear,0.56,0.5303,5600.000000000001,30,103,133,Terlalu Lembab
6550,2011-10-05,Winter,2011,Oct,11,0,Wed,1,Clear,0.6,0.6212,4600.0,32,138,170,Terlalu Lembab
6551,2011-10-05,Winter,2011,Oct,12,0,Wed,1,Clear,0.62,0.6212,4300.0,34,180,214,Terlalu Lembab
6552,2011-10-05,Winter,2011,Oct,13,0,Wed,1,Clear,0.64,0.6212,4100.0,30,189,219,Terlalu Lembab
6553,2011-10-05,Winter,2011,Oct,14,0,Wed,1,Clear,0.64,0.6212,4100.0,34,156,190,Terlalu Lembab
6554,2011-10-05,Winter,2011,Oct,15,0,Wed,1,Clear,0.64,0.6212,4700.0,35,147,182,Terlalu Lembab
6555,2011-10-05,Winter,2011,Oct,16,0,Wed,1,Clear,0.64,0.6212,4700.0,37,245,282,Terlalu Lembab
6556,2011-10-05,Winter,2011,Oct,17,0,Wed,1,Clear,0.64,0.6212,4700.0,66,525,591,Terlalu Lembab
6557,2011-10-05,Winter,2011,Oct,18,0,Wed,1,Clear,0.6,0.6212,5300.0,57,536,593,Terlalu Lembab
6558,2011-10-05,Winter,2011,Oct,19,0,Wed,1,Clear,0.58,0.5455,5600.000000000001,40,334,374,Terlalu Lembab
6559,2011-10-05,Winter,2011,Oct,20,0,Wed,1,Clear,0.52,0.5,7700.0,18,228,246,Terlalu Lembab
6560,2011-10-05,Winter,2011,Oct,21,0,Wed,1,Clear,0.5,0.4848,8200.0,28,173,201,Terlalu Lembab
6561,2011-10-05,Winter,2011,Oct,22,0,Wed,1,Clear,0.52,0.5,7200.0,20,134,154,Terlalu Lembab
6562,2011-10-05,Winter,2011,Oct,23,0,Wed,1,Clear,0.5,0.4848,7700.0,9,64,73,Terlalu Lembab
6563,2011-10-06,Winter,2011,Oct,0,0,Thu,1,Clear,0.5,0.4848,7200.0,6,34,40,Terlalu Lembab
6564,2011-10-06,Winter,2011,Oct,1,0,Thu,1,Clear,0.48,0.4697,6300.0,5,17,22,Terlalu Lembab
6565,2011-10-06,Winter,2011,Oct,2,0,Thu,1,Clear,0.46,0.4545,6700.0,2,8,10,Terlalu Lembab
6566,2011-10-06,Winter,2011,Oct,3,0,Thu,1,Clear,0.44,0.4394,6700.0,1,4,5,Terlalu Lembab
6567,2011-10-06,Winter,2011,Oct,4,0,Thu,1,Clear,0.44,0.4394,6200.0,0,5,5,Terlalu Lembab
6568,2011-10-06,Winter,2011,Oct,5,0,Thu,1,Clear,0.42,0.4242,6200.0,0,24,24,Terlalu Lembab
6569,2011-10-06,Winter,2011,Oct,6,0,Thu,1,Clear,0.4,0.4091,6600.0,4,110,114,Terlalu Lembab
6570,2011-10-06,Winter,2011,Oct,7,0,Thu,1,Clear,0.42,0.4242,6200.0,15,287,302,Terlalu Lembab
6571,2011-10-06,Winter,2011,Oct,8,0,Thu,1,Clear,0.44,0.4394,6200.0,20,437,457,Terlalu Lembab
6572,2011-10-06,Winter,2011,Oct,9,0,Thu,1,Clear,0.46,0.4545,6300.0,20,188,208,Terlalu Lembab
6573,2011-10-06,Winter,2011,Oct,10,0,Thu,1,Clear,0.52,0.5,5200.0,24,105,129,Terlalu Lembab
6574,2011-10-06,Winter,2011,Oct,11,0,Thu,1,Clear,0.54,0.5152,4900.0,29,115,144,Terlalu Lembab
6575,2011-10-06,Winter,2011,Oct,12,0,Thu,1,Clear,0.56,0.5303,4900.0,46,180,226,Terlalu Lembab
6576,2011-10-06,Winter,2011,Oct,13,0,Thu,1,Clear,0.56,0.5303,4600.0,33,158,191,Terlalu Lembab
6577,2011-10-06,Winter,2011,Oct,14,0,Thu,1,Clear,0.58,0.5455,4300.0,56,139,195,Terlalu Lembab
6578,2011-10-06,Winter,2011,Oct,15,0,Thu,1,Clear,0.58,0.5455,4600.0,62,157,219,Terlalu Lembab
6579,2011-10-06,Winter,2011,Oct,16,0,Thu,1,Clear,0.58,0.5455,4900.0,51,272,323,Terlalu Lembab
6580,2011-10-06,Winter,2011,Oct,17,0,Thu,1,Clear,0.56,0.5303,5200.0,63,505,568,Terlalu Lembab
6581,2011-10-06,Winter,2011,Oct,18,0,Thu,1,Clear,0.54,0.5152,6400.0,59,479,538,Terlalu Lembab
6582,2011-10-06,Winter,2011,Oct,19,0,Thu,1,Clear,0.52,0.5,5900.0,38,305,343,Terlalu Lembab
6583,2011-10-06,Winter,2011,Oct,20,0,Thu,1,Clear,0.5,0.4848,7700.0,29,231,260,Terlalu Lembab
6584,2011-10-06,Winter,2011,Oct,21,0,Thu,1,Clear,0.46,0.4545,8800.0,34,161,195,Terlalu Lembab
6585,2011-10-06,Winter,2011,Oct,22,0,Thu,1,Clear,0.46,0.4545,8200.0,24,124,148,Terlalu Lembab
6586,2011-10-06,Winter,2011,Oct,23,0,Thu,1,Clear,0.44,0.4394,8800.0,18,81,99,Terlalu Lembab
6587,2011-10-07,Winter,2011,Oct,0,0,Fri,1,Clear,0.44,0.4394,8800.0,19,48,67,Terlalu Lembab
6588,2011-10-07,Winter,2011,Oct,1,0,Fri,1,Clear,0.44,0.4394,8800.0,3,25,28,Terlalu Lembab
6589,2011-10-07,Winter,2011,Oct,2,0,Fri,1,Clear,0.42,0.4242,8800.0,0,5,5,Terlalu Lembab
6590,2011-10-07,Winter,2011,Oct,3,0,Fri,1,Clear,0.4,0.4091,8700.0,1,9,10,Terlalu Lembab
6591,2011-10-07,Winter,2011,Oct,4,0,Fri,1,Clear,0.4,0.4091,8700.0,0,5,5,Terlalu Lembab
6592,2011-10-07,Winter,2011,Oct,5,0,Fri,1,Clear,0.42,0.4242,8200.0,3,24,27,Terlalu Lembab
6593,2011-10-07,Winter,2011,Oct,6,0,Fri,1,Clear,0.42,0.4242,8800.0,3,84,87,Terlalu Lembab
6594,2011-10-07,Winter,2011,Oct,7,0,Fri,1,Clear,0.42,0.4242,9400.0,5,237,242,Terlalu Lembab
6595,2011-10-07,Winter,2011,Oct,8,0,Fri,1,Clear,0.46,0.4545,8200.0,31,386,417,Terlalu Lembab
6596,2011-10-07,Winter,2011,Oct,9,0,Fri,1,Clear,0.48,0.4697,7700.0,34,207,241,Terlalu Lembab
6597,2011-10-07,Winter,2011,Oct,10,0,Fri,1,Clear,0.52,0.5,6800.0,48,126,174,Terlalu Lembab
6598,2011-10-07,Winter,2011,Oct,11,0,Fri,1,Clear,0.56,0.5303,6300.0,80,150,230,Terlalu Lembab
6599,2011-10-07,Winter,2011,Oct,12,0,Fri,1,Clear,0.6,0.6212,5300.0,61,174,235,Terlalu Lembab
6600,2011-10-07,Winter,2011,Oct,13,0,Fri,1,Clear,0.6,0.6212,4600.0,95,210,305,Terlalu Lembab
6601,2011-10-07,Winter,2011,Oct,14,0,Fri,1,Clear,0.62,0.6212,5000.0,77,179,256,Terlalu Lembab
6602,2011-10-07,Winter,2011,Oct,15,0,Fri,1,Clear,0.66,0.6212,4100.0,68,202,270,Terlalu Lembab
6603,2011-10-07,Winter,2011,Oct,16,0,Fri,1,Clear,0.64,0.6212,4400.0,73,346,419,Terlalu Lembab
6604,2011-10-07,Winter,2011,Oct,17,0,Fri,1,Clear,0.6,0.6212,5600.000000000001,101,462,563,Terlalu Lembab
6605,2011-10-07,Winter,2011,Oct,18,0,Fri,1,Clear,0.56,0.5303,6000.0,94,371,465,Terlalu Lembab
6606,2011-10-07,Winter,2011,Oct,19,0,Fri,1,Clear,0.56,0.5303,5200.0,51,243,294,Terlalu Lembab
6607,2011-10-07,Winter,2011,Oct,20,0,Fri,1,Clear,0.54,0.5152,4900.0,30,167,197,Terlalu Lembab
6608,2011-10-07,Winter,2011,Oct,21,0,Fri,1,Clear,0.5,0.4848,6800.0,22,144,166,Terlalu Lembab
6609,2011-10-07,Winter,2011,Oct,22,0,Fri,1,Clear,0.5,0.4848,6800.0,27,119,146,Terlalu Lembab
6610,2011-10-07,Winter,2011,Oct,23,0,Fri,1,Clear,0.5,0.4848,6300.0,23,113,136,Terlalu Lembab
6611,2011-10-08,Winter,2011,Oct,0,0,Sat,0,Clear,0.48,0.4697,7200.0,17,72,89,Terlalu Lembab
6612,2011-10-08,Winter,2011,Oct,1,0,Sat,0,Clear,0.46,0.4545,8200.0,14,51,65,Terlalu Lembab
6613,2011-10-08,Winter,2011,Oct,2,0,Sat,0,Clear,0.46,0.4545,8200.0,4,41,45,Terlalu Lembab
6614,2011-10-08,Winter,2011,Oct,3,0,Sat,0,Clear,0.44,0.4394,8800.0,4,16,20,Terlalu Lembab
6615,2011-10-08,Winter,2011,Oct,4,0,Sat,0,Clear,0.42,0.4242,9400.0,3,7,10,Terlalu Lembab
6616,2011-10-08,Winter,2011,Oct,5,0,Sat,0,Clear,0.42,0.4242,8800.0,1,7,8,Terlalu Lembab
6617,2011-10-08,Winter,2011,Oct,6,0,Sat,0,Clear,0.42,0.4242,9400.0,6,16,22,Terlalu Lembab
6618,2011-10-08,Winter,2011,Oct,7,0,Sat,0,Clear,0.42,0.4242,9400.0,27,46,73,Terlalu Lembab
6619,2011-10-08,Winter,2011,Oct,8,0,Sat,0,Clear,0.46,0.4545,8200.0,14,89,103,Terlalu Lembab
6620,2011-10-08,Winter,2011,Oct,9,0,Sat,0,Clear,0.5,0.4848,7700.0,54,163,217,Terlalu Lembab
6621,2011-10-08,Winter,2011,Oct,10,0,Sat,0,Clear,0.52,0.5,7700.0,120,217,337,Terlalu Lembab
6622,2011-10-08,Winter,2011,Oct,11,0,Sat,0,Clear,0.58,0.5455,5600.000000000001,176,221,397,Terlalu Lembab
6623,2011-10-08,Winter,2011,Oct,12,0,Sat,0,Clear,0.62,0.6212,3500.0,191,255,446,Terlalu Lembab
6624,2011-10-08,Winter,2011,Oct,13,0,Sat,0,Clear,0.62,0.6212,4600.0,256,229,485,Terlalu Lembab
6625,2011-10-08,Winter,2011,Oct,14,0,Sat,0,Clear,0.62,0.6212,5000.0,251,214,465,Terlalu Lembab
6626,2011-10-08,Winter,2011,Oct,15,0,Sat,0,Clear,0.66,0.6212,3900.0,262,234,496,Terlalu Lembab
6627,2011-10-08,Winter,2011,Oct,16,0,Sat,0,Clear,0.64,0.6212,4400.0,221,230,451,Terlalu Lembab
6628,2011-10-08,Winter,2011,Oct,17,0,Sat,0,Clear,0.62,0.6212,5000.0,174,219,393,Terlalu Lembab
6629,2011-10-08,Winter,2011,Oct,18,0,Sat,0,Clear,0.6,0.6212,4600.0,135,224,359,Terlalu Lembab
6630,2011-10-08,Winter,2011,Oct,19,0,Sat,0,Clear,0.54,0.5152,6800.0,76,172,248,Terlalu Lembab
6631,2011-10-08,Winter,2011,Oct,20,0,Sat,0,Clear,0.52,0.5,7700.0,78,124,202,Terlalu Lembab
6632,2011-10-08,Winter,2011,Oct,21,0,Sat,0,Clear,0.52,0.5,7700.0,54,133,187,Terlalu Lembab
6633,2011-10-08,Winter,2011,Oct,22,0,Sat,0,Clear,0.5,0.4848,7700.0,45,104,149,Terlalu Lembab
6634,2011-10-08,Winter,2011,Oct,23,0,Sat,0,Clear,0.48,0.4697,8800.0,52,90,142,Terlalu Lembab
6635,2011-10-09,Winter,2011,Oct,0,0,Sun,0,Clear,0.46,0.4545,8800.0,46,83,129,Terlalu Lembab
6636,2011-10-09,Winter,2011,Oct,1,0,Sun,0,Clear,0.46,0.4545,8800.0,15,63,78,Terlalu Lembab
6637,2011-10-09,Winter,2011,Oct,2,0,Sun,0,Clear,0.46,0.4545,8800.0,20,35,55,Terlalu Lembab
6638,2011-10-09,Winter,2011,Oct,3,0,Sun,0,Clear,0.44,0.4394,8800.0,10,20,30,Terlalu Lembab
6639,2011-10-09,Winter,2011,Oct,4,0,Sun,0,Clear,0.44,0.4394,8800.0,7,7,14,Terlalu Lembab
6640,2011-10-09,Winter,2011,Oct,5,0,Sun,0,Clear,0.44,0.4394,8800.0,1,14,15,Terlalu Lembab
6641,2011-10-09,Winter,2011,Oct,6,0,Sun,0,Clear,0.44,0.4394,8800.0,7,14,21,Terlalu Lembab
6642,2011-10-09,Winter,2011,Oct,7,0,Sun,0,Clear,0.44,0.4394,8600.0,18,26,44,Terlalu Lembab
6643,2011-10-09,Winter,2011,Oct,8,0,Sun,0,Clear,0.46,0.4545,8800.0,25,82,107,Terlalu Lembab
6644,2011-10-09,Winter,2011,Oct,9,0,Sun,0,Clear,0.5,0.4848,7700.0,66,119,185,Terlalu Lembab
6645,2011-10-09,Winter,2011,Oct,10,0,Sun,0,Clear,0.56,0.5303,6800.0,155,210,365,Terlalu Lembab
6646,2011-10-09,Winter,2011,Oct,11,0,Sun,0,Clear,0.62,0.6212,5300.0,189,234,423,Terlalu Lembab
6647,2011-10-09,Winter,2011,Oct,12,0,Sun,0,Clear,0.64,0.6212,4400.0,212,243,455,Terlalu Lembab
6648,2011-10-09,Winter,2011,Oct,13,0,Sun,0,Clear,0.66,0.6212,4400.0,225,193,418,Terlalu Lembab
6649,2011-10-09,Winter,2011,Oct,14,0,Sun,0,Clear,0.68,0.6364,4700.0,272,228,500,Terlalu Lembab
6650,2011-10-09,Winter,2011,Oct,15,0,Sun,0,Clear,0.68,0.6364,5100.0,198,209,407,Terlalu Lembab
6651,2011-10-09,Winter,2011,Oct,16,0,Sun,0,Clear,0.66,0.6212,5000.0,223,247,470,Terlalu Lembab
6652,2011-10-09,Winter,2011,Oct,17,0,Sun,0,Clear,0.62,0.6061,6100.0,208,230,438,Terlalu Lembab
6653,2011-10-09,Winter,2011,Oct,18,0,Sun,0,Clear,0.64,0.6212,5000.0,186,228,414,Terlalu Lembab
6654,2011-10-09,Winter,2011,Oct,19,0,Sun,0,Clear,0.56,0.5303,7300.0,116,186,302,Terlalu Lembab
6655,2011-10-09,Winter,2011,Oct,20,0,Sun,0,Clear,0.56,0.5303,7300.0,59,134,193,Terlalu Lembab
6656,2011-10-09,Winter,2011,Oct,21,0,Sun,0,Clear,0.54,0.5152,8300.0,53,120,173,Terlalu Lembab
6657,2011-10-09,Winter,2011,Oct,22,0,Sun,0,Misty,0.52,0.5,9400.0,48,104,152,Terlalu Lembab
